REF_DATE,GEO,Age,Sex,Indicators,VALUE
2017,Manitoba,"Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,30.1
2017,Manitoba,"Total, 12 years and over",Males,"Perceived health, very good or excellent",62.4
2017,Manitoba,"Total, 12 years and over",Males,"Perceived health, fair or poor",10.5
2017,Manitoba,"Total, 12 years and over",Males,"Perceived mental health, very good or excellent",74
2017,Manitoba,"Total, 12 years and over",Males,"Perceived mental health, fair or poor",5.1
2017,Manitoba,"Total, 12 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",17.1
2017,Manitoba,"Total, 12 years and over",Males,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",36.9
2017,Manitoba,"Total, 12 years and over",Males,"Body mass index, adjusted self-reported, adult (18 years and over), obese",32.2
2017,Manitoba,"Total, 12 years and over",Males,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",34.1
2017,Manitoba,"Total, 12 years and over",Males,Arthritis (15 years and over),16.5
2017,Manitoba,"Total, 12 years and over",Males,Diabetes,10.4
2017,Manitoba,"Total, 12 years and over",Males,Asthma,6.8
2017,Manitoba,"Total, 12 years and over",Males,Chronic obstructive pulmonary disease (COPD; 35 years and over),3
2017,Manitoba,"Total, 12 years and over",Males,High blood pressure,17.9
2017,Manitoba,"Total, 12 years and over",Males,Mood disorder,7.1
2017,Manitoba,"Total, 12 years and over",Males,"Current smoker, daily or occasional",16.6
2017,Manitoba,"Total, 12 years and over",Males,"Current smoker, daily",10.2
2017,Manitoba,"Total, 12 years and over",Males,Heavy drinking,21.6
2017,Manitoba,"Total, 12 years and over",Males,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",59.3
2017,Manitoba,"Total, 12 years and over",Males,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",59.8
2017,Manitoba,"Total, 12 years and over",Males,"Fruit and vegetable consumption, 5 times or more per day",20.6
2017,Manitoba,"Total, 12 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",74
2017,Manitoba,"Total, 12 years and over",Males,"Life satisfaction, satisfied or very satisfied",94.5
2017,Manitoba,"Total, 12 years and over",Males,Has a regular healthcare provider,80
2017,Manitoba,"Total, 12 years and over",Males,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,"Total, 12 years and over",Males,Influenza immunization in the past 12 months,27.8
2017,Manitoba,"Total, 12 years and over",Females,"Perceived health, very good or excellent",59.4
2017,Manitoba,"Total, 12 years and over",Females,"Perceived health, fair or poor",12.2
2017,Manitoba,"Total, 12 years and over",Females,"Perceived mental health, very good or excellent",65.3
2017,Manitoba,"Total, 12 years and over",Females,"Perceived mental health, fair or poor",8.1
2017,Manitoba,"Total, 12 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",18.3
2017,Manitoba,"Total, 12 years and over",Females,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",30.4
2017,Manitoba,"Total, 12 years and over",Females,"Body mass index, adjusted self-reported, adult (18 years and over), obese",25.7
2017,Manitoba,"Total, 12 years and over",Females,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",19.6
2017,Manitoba,"Total, 12 years and over",Females,Arthritis (15 years and over),21.2
2017,Manitoba,"Total, 12 years and over",Females,Diabetes,6.2
2017,Manitoba,"Total, 12 years and over",Females,Asthma,8.7
2017,Manitoba,"Total, 12 years and over",Females,Chronic obstructive pulmonary disease (COPD; 35 years and over),4.7
2017,Manitoba,"Total, 12 years and over",Females,High blood pressure,19.4
2017,Manitoba,"Total, 12 years and over",Females,Mood disorder,11.7
2017,Manitoba,"Total, 12 years and over",Females,"Current smoker, daily or occasional",14.8
2017,Manitoba,"Total, 12 years and over",Females,"Current smoker, daily",10.8
2017,Manitoba,"Total, 12 years and over",Females,Heavy drinking,11.8
2017,Manitoba,"Total, 12 years and over",Females,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",52
2017,Manitoba,"Total, 12 years and over",Females,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",58.3
2017,Manitoba,"Total, 12 years and over",Females,Breast milk feeding initiation,92.6
2017,Manitoba,"Total, 12 years and over",Females,"Exclusive breastfeeding, at least 6 months",35.1
2017,Manitoba,"Total, 12 years and over",Females,"Fruit and vegetable consumption, 5 times or more per day",29.3
2017,Manitoba,"Total, 12 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",72.9
2017,Manitoba,"Total, 12 years and over",Females,"Life satisfaction, satisfied or very satisfied",93.1
2017,Manitoba,"Total, 12 years and over",Females,Has a regular healthcare provider,88.3
2017,Manitoba,"Total, 12 years and over",Females,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,"Total, 12 years and over",Females,Influenza immunization in the past 12 months,32.3
2017,Manitoba,12 to 17 years,Both sexes,"Perceived health, very good or excellent",77.5
2017,Manitoba,12 to 17 years,Both sexes,"Perceived health, fair or poor",NA
2017,Manitoba,12 to 17 years,Both sexes,"Perceived mental health, very good or excellent",78.7
2017,Manitoba,12 to 17 years,Both sexes,"Perceived mental health, fair or poor",5.5
2017,Manitoba,12 to 17 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",6.6
2017,Manitoba,12 to 17 years,Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",26.8
2017,Manitoba,12 to 17 years,Both sexes,Arthritis (15 years and over),NA
2017,Manitoba,12 to 17 years,Both sexes,Diabetes,NA
2017,Manitoba,12 to 17 years,Both sexes,Asthma,10
2017,Manitoba,12 to 17 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2017,Manitoba,12 to 17 years,Both sexes,High blood pressure,NA
2017,Manitoba,12 to 17 years,Both sexes,Mood disorder,5.7
2017,Manitoba,12 to 17 years,Both sexes,"Current smoker, daily or occasional",NA
2017,Manitoba,12 to 17 years,Both sexes,"Current smoker, daily",NA
2017,Manitoba,12 to 17 years,Both sexes,Heavy drinking,NA
2017,Manitoba,12 to 17 years,Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",59.1
2017,Manitoba,12 to 17 years,Both sexes,Breast milk feeding initiation,NA
2017,Manitoba,12 to 17 years,Both sexes,"Exclusive breastfeeding, at least 6 months",NA
2017,Manitoba,12 to 17 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",22.4
2017,Manitoba,12 to 17 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",88.1
2017,Manitoba,12 to 17 years,Both sexes,"Life satisfaction, satisfied or very satisfied",99.1
2017,Manitoba,12 to 17 years,Both sexes,Has a regular healthcare provider,83.5
2017,Manitoba,12 to 17 years,Both sexes,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,12 to 17 years,Both sexes,Influenza immunization in the past 12 months,31.1
2017,Manitoba,12 to 17 years,Males,"Perceived health, very good or excellent",78.4
2017,Manitoba,12 to 17 years,Males,"Perceived health, fair or poor",NA
2017,Manitoba,12 to 17 years,Males,"Perceived mental health, very good or excellent",80.2
2017,Manitoba,12 to 17 years,Males,"Perceived mental health, fair or poor",NA
2017,Manitoba,12 to 17 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",NA
2017,Manitoba,12 to 17 years,Males,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",34.1
2017,Manitoba,12 to 17 years,Males,Arthritis (15 years and over),NA
2017,Manitoba,12 to 17 years,Males,Diabetes,NA
2017,Manitoba,12 to 17 years,Males,Asthma,NA
2017,Manitoba,12 to 17 years,Males,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2017,Manitoba,12 to 17 years,Males,High blood pressure,NA
2017,Manitoba,12 to 17 years,Males,Mood disorder,NA
2017,Manitoba,12 to 17 years,Males,"Current smoker, daily or occasional",NA
2017,Manitoba,12 to 17 years,Males,"Current smoker, daily",NA
2017,Manitoba,12 to 17 years,Males,Heavy drinking,NA
2017,Manitoba,12 to 17 years,Males,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",59.8
2017,Manitoba,12 to 17 years,Males,"Fruit and vegetable consumption, 5 times or more per day",27.4
2017,Manitoba,12 to 17 years,Males,"Sense of belonging to local community, somewhat strong or very strong",84.4
2017,Manitoba,12 to 17 years,Males,"Life satisfaction, satisfied or very satisfied",98.2
2017,Manitoba,12 to 17 years,Males,Has a regular healthcare provider,79.7
2017,Manitoba,12 to 17 years,Males,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,12 to 17 years,Males,Influenza immunization in the past 12 months,31.9
2017,Manitoba,12 to 17 years,Females,"Perceived health, very good or excellent",76.6
2017,Manitoba,12 to 17 years,Females,"Perceived health, fair or poor",NA
2017,Manitoba,12 to 17 years,Females,"Perceived mental health, very good or excellent",77.1
2017,Manitoba,12 to 17 years,Females,"Perceived mental health, fair or poor",NA
2017,Manitoba,12 to 17 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",NA
2017,Manitoba,12 to 17 years,Females,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",19.6
2017,Manitoba,12 to 17 years,Females,Arthritis (15 years and over),NA
2017,Manitoba,12 to 17 years,Females,Diabetes,NA
2017,Manitoba,12 to 17 years,Females,Asthma,10
2017,Manitoba,12 to 17 years,Females,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2017,Manitoba,12 to 17 years,Females,High blood pressure,NA
2017,Manitoba,12 to 17 years,Females,Mood disorder,NA
2017,Manitoba,12 to 17 years,Females,"Current smoker, daily or occasional",NA
2017,Manitoba,12 to 17 years,Females,"Current smoker, daily",NA
2017,Manitoba,12 to 17 years,Females,Heavy drinking,NA
2017,Manitoba,12 to 17 years,Females,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",58.3
2017,Manitoba,12 to 17 years,Females,Breast milk feeding initiation,NA
2017,Manitoba,12 to 17 years,Females,"Exclusive breastfeeding, at least 6 months",NA
2017,Manitoba,12 to 17 years,Females,"Fruit and vegetable consumption, 5 times or more per day",17.4
2017,Manitoba,12 to 17 years,Females,"Sense of belonging to local community, somewhat strong or very strong",91.9
2017,Manitoba,12 to 17 years,Females,"Life satisfaction, satisfied or very satisfied",100
2017,Manitoba,12 to 17 years,Females,Has a regular healthcare provider,87.8
2017,Manitoba,12 to 17 years,Females,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,12 to 17 years,Females,Influenza immunization in the past 12 months,30.3
2017,Manitoba,18 to 34 years,Both sexes,"Perceived health, very good or excellent",68.6
2017,Manitoba,18 to 34 years,Both sexes,"Perceived health, fair or poor",7.8
2017,Manitoba,18 to 34 years,Both sexes,"Perceived mental health, very good or excellent",69.1
2017,Manitoba,18 to 34 years,Both sexes,"Perceived mental health, fair or poor",8.1
2017,Manitoba,18 to 34 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",17.8
2017,Manitoba,18 to 34 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",21.7
2017,Manitoba,18 to 34 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",24.9
2017,Manitoba,18 to 34 years,Both sexes,Arthritis (15 years and over),NA
2017,Manitoba,18 to 34 years,Both sexes,Diabetes,NA
2017,Manitoba,18 to 34 years,Both sexes,Asthma,8.9
2017,Manitoba,18 to 34 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2017,Manitoba,18 to 34 years,Both sexes,High blood pressure,3.8
2017,Manitoba,18 to 34 years,Both sexes,Mood disorder,9.4
2017,Manitoba,18 to 34 years,Both sexes,"Current smoker, daily or occasional",20.9
2017,Manitoba,18 to 34 years,Both sexes,"Current smoker, daily",11.4
2017,Manitoba,18 to 34 years,Both sexes,Heavy drinking,23.3
2017,Manitoba,18 to 34 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",67.1
2017,Manitoba,18 to 34 years,Both sexes,Breast milk feeding initiation,90.5
2017,Manitoba,18 to 34 years,Both sexes,"Exclusive breastfeeding, at least 6 months",25.5
2017,Manitoba,18 to 34 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",24.3
2017,Manitoba,18 to 34 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",67.2
2017,Manitoba,18 to 34 years,Both sexes,"Life satisfaction, satisfied or very satisfied",96.3
2017,Manitoba,18 to 34 years,Both sexes,Has a regular healthcare provider,69.7
2017,Manitoba,18 to 34 years,Both sexes,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,18 to 34 years,Both sexes,Influenza immunization in the past 12 months,14.7
2017,Manitoba,18 to 34 years,Males,"Perceived health, very good or excellent",66.4
2017,Manitoba,18 to 34 years,Males,"Perceived health, fair or poor",7
2017,Manitoba,18 to 34 years,Males,"Perceived mental health, very good or excellent",74.3
2017,Manitoba,18 to 34 years,Males,"Perceived mental health, fair or poor",4.8
2017,Manitoba,18 to 34 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",16.3
2017,Manitoba,18 to 34 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",23.8
2017,Manitoba,18 to 34 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), obese",26.2
2017,Manitoba,18 to 34 years,Males,Arthritis (15 years and over),NA
2017,Manitoba,18 to 34 years,Males,Diabetes,NA
2017,Manitoba,18 to 34 years,Males,Asthma,NA
2017,Manitoba,18 to 34 years,Males,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2017,Manitoba,18 to 34 years,Males,High blood pressure,NA
2017,Manitoba,18 to 34 years,Males,Mood disorder,6
2017,Manitoba,18 to 34 years,Males,"Current smoker, daily or occasional",23.5
2017,Manitoba,18 to 34 years,Males,"Current smoker, daily",10.1
2017,Manitoba,18 to 34 years,Males,Heavy drinking,26.9
2017,Manitoba,18 to 34 years,Males,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",72.9
2017,Manitoba,18 to 34 years,Males,"Fruit and vegetable consumption, 5 times or more per day",19.3
2017,Manitoba,18 to 34 years,Males,"Sense of belonging to local community, somewhat strong or very strong",68.6
2017,Manitoba,18 to 34 years,Males,"Life satisfaction, satisfied or very satisfied",99.1
2017,Manitoba,18 to 34 years,Males,Has a regular healthcare provider,62.3
2017,Manitoba,18 to 34 years,Males,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,18 to 34 years,Males,Influenza immunization in the past 12 months,12.3
2017,Manitoba,18 to 34 years,Females,"Perceived health, very good or excellent",71
2017,Manitoba,18 to 34 years,Females,"Perceived health, fair or poor",8.5
2017,Manitoba,18 to 34 years,Females,"Perceived mental health, very good or excellent",63.8
2017,Manitoba,18 to 34 years,Females,"Perceived mental health, fair or poor",11.6
2017,Manitoba,18 to 34 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",19.3
2017,Manitoba,18 to 34 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",19.4
2017,Manitoba,18 to 34 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), obese",23.3
2017,Manitoba,18 to 34 years,Females,Arthritis (15 years and over),NA
2017,Manitoba,18 to 34 years,Females,Diabetes,NA
2017,Manitoba,18 to 34 years,Females,Asthma,10.6
2017,Manitoba,18 to 34 years,Females,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2017,Manitoba,18 to 34 years,Females,High blood pressure,5.7
2017,Manitoba,18 to 34 years,Females,Mood disorder,12.9
2017,Manitoba,18 to 34 years,Females,"Current smoker, daily or occasional",18.2
2017,Manitoba,18 to 34 years,Females,"Current smoker, daily",12.7
2017,Manitoba,18 to 34 years,Females,Heavy drinking,19.7
2017,Manitoba,18 to 34 years,Females,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",61.1
2017,Manitoba,18 to 34 years,Females,Breast milk feeding initiation,90.5
2017,Manitoba,18 to 34 years,Females,"Exclusive breastfeeding, at least 6 months",25.5
2017,Manitoba,18 to 34 years,Females,"Fruit and vegetable consumption, 5 times or more per day",29.4
2017,Manitoba,18 to 34 years,Females,"Sense of belonging to local community, somewhat strong or very strong",65.8
2017,Manitoba,18 to 34 years,Females,"Life satisfaction, satisfied or very satisfied",93.5
2017,Manitoba,18 to 34 years,Females,Has a regular healthcare provider,77.3
2017,Manitoba,18 to 34 years,Females,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,18 to 34 years,Females,Influenza immunization in the past 12 months,17.1
2017,Manitoba,35 to 49 years,Both sexes,"Perceived health, very good or excellent",66.1
2017,Manitoba,35 to 49 years,Both sexes,"Perceived health, fair or poor",6.6
2017,Manitoba,35 to 49 years,Both sexes,"Perceived mental health, very good or excellent",66.4
2017,Manitoba,35 to 49 years,Both sexes,"Perceived mental health, fair or poor",6.7
2017,Manitoba,35 to 49 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",26.1
2017,Manitoba,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",37.9
2017,Manitoba,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",29.4
2017,Manitoba,35 to 49 years,Both sexes,Arthritis (15 years and over),10.4
2017,Manitoba,35 to 49 years,Both sexes,Diabetes,5.7
2017,Manitoba,35 to 49 years,Both sexes,Asthma,6.5
2017,Manitoba,35 to 49 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2017,Manitoba,35 to 49 years,Both sexes,High blood pressure,11.4
2017,Manitoba,35 to 49 years,Both sexes,Mood disorder,9.6
2017,Manitoba,35 to 49 years,Both sexes,"Current smoker, daily or occasional",21.2
2017,Manitoba,35 to 49 years,Both sexes,"Current smoker, daily",13.3
2017,Manitoba,35 to 49 years,Both sexes,Heavy drinking,25.2
2017,Manitoba,35 to 49 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",56.8
2017,Manitoba,35 to 49 years,Both sexes,Breast milk feeding initiation,96.5
2017,Manitoba,35 to 49 years,Both sexes,"Exclusive breastfeeding, at least 6 months",52
2017,Manitoba,35 to 49 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",29.2
2017,Manitoba,35 to 49 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",68.4
2017,Manitoba,35 to 49 years,Both sexes,"Life satisfaction, satisfied or very satisfied",92.7
2017,Manitoba,35 to 49 years,Both sexes,Has a regular healthcare provider,84.8
2017,Manitoba,35 to 49 years,Both sexes,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,35 to 49 years,Both sexes,Influenza immunization in the past 12 months,24.1
2017,Manitoba,35 to 49 years,Males,"Perceived health, very good or excellent",75.2
2017,Manitoba,35 to 49 years,Males,"Perceived health, fair or poor",NA
2017,Manitoba,35 to 49 years,Males,"Perceived mental health, very good or excellent",77
2017,Manitoba,35 to 49 years,Males,"Perceived mental health, fair or poor",NA
2017,Manitoba,35 to 49 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",25.3
2017,Manitoba,35 to 49 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",43.2
2017,Manitoba,35 to 49 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), obese",32.7
2017,Manitoba,35 to 49 years,Males,Arthritis (15 years and over),12
2017,Manitoba,35 to 49 years,Males,Diabetes,6.9
2017,Manitoba,35 to 49 years,Males,Asthma,6.9
2017,Manitoba,35 to 49 years,Males,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2017,Manitoba,35 to 49 years,Males,High blood pressure,14.7
2017,Manitoba,35 to 49 years,Males,Mood disorder,7.7
2017,Manitoba,35 to 49 years,Males,"Current smoker, daily or occasional",24.5
2017,Manitoba,35 to 49 years,Males,"Current smoker, daily",14.1
2017,Manitoba,35 to 49 years,Males,Heavy drinking,36.2
2017,Manitoba,35 to 49 years,Males,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",61.5
2017,Manitoba,35 to 49 years,Males,"Fruit and vegetable consumption, 5 times or more per day",21.7
2017,Manitoba,35 to 49 years,Males,"Sense of belonging to local community, somewhat strong or very strong",71.5
2017,Manitoba,35 to 49 years,Males,"Life satisfaction, satisfied or very satisfied",92.5
2017,Manitoba,35 to 49 years,Males,Has a regular healthcare provider,79.3
2017,Manitoba,35 to 49 years,Males,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,35 to 49 years,Males,Influenza immunization in the past 12 months,22.1
2017,Manitoba,35 to 49 years,Females,"Perceived health, very good or excellent",57.1
2017,Manitoba,35 to 49 years,Females,"Perceived health, fair or poor",7.6
2017,Manitoba,35 to 49 years,Females,"Perceived mental health, very good or excellent",56
2017,Manitoba,35 to 49 years,Females,"Perceived mental health, fair or poor",7.8
2017,Manitoba,35 to 49 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",26.9
2017,Manitoba,35 to 49 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",32.5
2017,Manitoba,35 to 49 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), obese",26.2
2017,Manitoba,35 to 49 years,Females,Arthritis (15 years and over),8.8
2017,Manitoba,35 to 49 years,Females,Diabetes,NA
2017,Manitoba,35 to 49 years,Females,Asthma,6
2017,Manitoba,35 to 49 years,Females,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2017,Manitoba,35 to 49 years,Females,High blood pressure,NA
2017,Manitoba,35 to 49 years,Females,Mood disorder,11.5
2017,Manitoba,35 to 49 years,Females,"Current smoker, daily or occasional",17.9
2017,Manitoba,35 to 49 years,Females,"Current smoker, daily",12.6
2017,Manitoba,35 to 49 years,Females,Heavy drinking,14.5
2017,Manitoba,35 to 49 years,Females,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",52.3
2017,Manitoba,35 to 49 years,Females,Breast milk feeding initiation,96.5
2017,Manitoba,35 to 49 years,Females,"Exclusive breastfeeding, at least 6 months",52
2017,Manitoba,35 to 49 years,Females,"Fruit and vegetable consumption, 5 times or more per day",36.6
2017,Manitoba,35 to 49 years,Females,"Sense of belonging to local community, somewhat strong or very strong",65.4
2017,Manitoba,35 to 49 years,Females,"Life satisfaction, satisfied or very satisfied",92.8
2017,Manitoba,35 to 49 years,Females,Has a regular healthcare provider,90.1
2017,Manitoba,35 to 49 years,Females,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,35 to 49 years,Females,Influenza immunization in the past 12 months,26
2017,Manitoba,50 to 64 years,Both sexes,"Perceived health, very good or excellent",52.4
2017,Manitoba,50 to 64 years,Both sexes,"Perceived health, fair or poor",14.9
2017,Manitoba,50 to 64 years,Both sexes,"Perceived mental health, very good or excellent",73.6
2017,Manitoba,50 to 64 years,Both sexes,"Perceived mental health, fair or poor",5
2017,Manitoba,50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",18.1
2017,Manitoba,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",37.8
2017,Manitoba,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",33.8
2017,Manitoba,50 to 64 years,Both sexes,Arthritis (15 years and over),29.3
2017,Manitoba,50 to 64 years,Both sexes,Diabetes,15.1
2017,Manitoba,50 to 64 years,Both sexes,Asthma,8.2
2017,Manitoba,50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),4.3
2017,Manitoba,50 to 64 years,Both sexes,High blood pressure,32
2017,Manitoba,50 to 64 years,Both sexes,Mood disorder,12.8
2017,Manitoba,50 to 64 years,Both sexes,"Current smoker, daily or occasional",14.5
2017,Manitoba,50 to 64 years,Both sexes,"Current smoker, daily",12.6
2017,Manitoba,50 to 64 years,Both sexes,Heavy drinking,14.4
2017,Manitoba,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",55
2017,Manitoba,50 to 64 years,Both sexes,Breast milk feeding initiation,NA
2017,Manitoba,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months",NA
2017,Manitoba,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",22.7
2017,Manitoba,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",77.4
2017,Manitoba,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied",94.2
2017,Manitoba,50 to 64 years,Both sexes,Has a regular healthcare provider,94.1
2017,Manitoba,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,32.6
2017,Manitoba,50 to 64 years,Males,"Perceived health, very good or excellent",49.8
2017,Manitoba,50 to 64 years,Males,"Perceived health, fair or poor",15.9
2017,Manitoba,50 to 64 years,Males,"Perceived mental health, very good or excellent",72.9
2017,Manitoba,50 to 64 years,Males,"Perceived mental health, fair or poor",NA
2017,Manitoba,50 to 64 years,Males,"Perceived life stress, most days quite a bit or extremely stressful",17.9
2017,Manitoba,50 to 64 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",42
2017,Manitoba,50 to 64 years,Males,"Body mass index, adjusted self-reported, adult (18 years and over), obese",37
2017,Manitoba,50 to 64 years,Males,Arthritis (15 years and over),24
2017,Manitoba,50 to 64 years,Males,Diabetes,22.3
2017,Manitoba,50 to 64 years,Males,Asthma,5.1
2017,Manitoba,50 to 64 years,Males,Chronic obstructive pulmonary disease (COPD; 35 years and over),NA
2017,Manitoba,50 to 64 years,Males,High blood pressure,35.6
2017,Manitoba,50 to 64 years,Males,Mood disorder,10.4
2017,Manitoba,50 to 64 years,Males,"Current smoker, daily or occasional",13.2
2017,Manitoba,50 to 64 years,Males,"Current smoker, daily",12.3
2017,Manitoba,50 to 64 years,Males,Heavy drinking,18.9
2017,Manitoba,50 to 64 years,Males,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",51.4
2017,Manitoba,50 to 64 years,Males,"Fruit and vegetable consumption, 5 times or more per day",18.2
2017,Manitoba,50 to 64 years,Males,"Sense of belonging to local community, somewhat strong or very strong",77.2
2017,Manitoba,50 to 64 years,Males,"Life satisfaction, satisfied or very satisfied",93.4
2017,Manitoba,50 to 64 years,Males,Has a regular healthcare provider,91.9
2017,Manitoba,50 to 64 years,Males,Contact with a medical doctor in the past 12 months,NA
2017,Manitoba,50 to 64 years,Males,Influenza immunization in the past 12 months,30
2017,Manitoba,50 to 64 years,Females,"Perceived health, very good or excellent",55.1
2017,Manitoba,50 to 64 years,Females,"Perceived health, fair or poor",13.8
2017,Manitoba,50 to 64 years,Females,"Perceived mental health, very good or excellent",74.3
2017,Manitoba,50 to 64 years,Females,"Perceived mental health, fair or poor",6.2
2017,Manitoba,50 to 64 years,Females,"Perceived life stress, most days quite a bit or extremely stressful",18.2
2017,Manitoba,50 to 64 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",33.5
2017,Manitoba,50 to 64 years,Females,"Body mass index, adjusted self-reported, adult (18 years and over), obese",30.6
2017,Manitoba,50 to 64 years,Females,Arthritis (15 years and over),34.6
2017,Manitoba,50 to 64 years,Females,Diabetes,7.8
2017,Manitoba,50 to 64 years,Females,Asthma,11.3
2017,Manitoba,50 to 64 years,Females,Chronic obstructive pulmonary disease (COPD; 35 years and over),5.9
2017,Manitoba,50 to 64 years,Females,High blood pressure,28.4
2017,Manitoba,50 to 64 years,Females,Mood disorder,15.3
2017,Manitoba,50 to 64 years,Females,"Current smoker, daily or occasional",16
2017,Manitoba,50 to 64 years,Females,"Current smoker, daily",12.9
2017,Manitoba,50 to 64 years,Females,Heavy drinking,9.9
2017,Manitoba,50 to 64 years,Females,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",58.7
2017,Manitoba,50 to 64 years,Females,Breast milk feeding initiation,NA
2017,Manitoba,50 to 64 years,Females,"Exclusive breastfeeding, at least 6 months",NA
2017,Manitoba,50 to 64 years,Females,"Fruit and vegetable consumption, 5 times or more per day",27.2
